# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
782.8296761;-251.1122921;96.3614837;2.7945634;0.0332601;13.9404710;-4.2000227
782.8796748;-251.1292755;96.3144588;2.7962281;0.0333759;13.9242014;-4.1840824
782.9296735;-251.1461805;96.2674055;2.7978986;0.0334919;13.9079317;-4.1681421
782.9796722;-251.1630069;96.2203237;2.7995748;0.0336081;13.8916621;-4.1522018
783.0296709;-251.1797543;96.1732136;2.8012568;0.0337243;13.8753924;-4.1362615
783.0796696;-251.1964223;96.1260752;2.8029446;0.0338408;13.8591227;-4.1203211
783.1296683;-251.2130107;96.0789085;2.8046382;0.0339574;13.8428531;-4.1043808
783.1796670;-251.2295192;96.0317136;2.8063375;0.0340742;13.8265834;-4.0884405
783.2296657;-251.2459473;95.9844906;2.8080427;0.0341912;13.8103137;-4.0725002
783.2796644;-251.2622948;95.9372396;2.8097536;0.0343084;13.7940441;-4.0565599
783.3296631;-251.2785613;95.8899606;2.8114704;0.0344258;13.7777744;-4.0406196
783.3796618;-251.2947466;95.8426537;2.8131929;0.0345434;13.7615047;-4.0246793
783.4296605;-251.3108502;95.7953189;2.8149213;0.0346612;13.7452351;-4.0087390
783.4796592;-251.3268719;95.7479563;2.8166555;0.0347793;13.7289654;-3.9927987
783.5296579;-251.3428112;95.7005659;2.8183955;0.0348977;13.7126957;-3.9768584
783.5796566;-251.3586680;95.6531479;2.8201412;0.0350163;13.6964261;-3.9609181
783.6296553;-251.3744419;95.6057023;2.8218928;0.0351351;13.6801564;-3.9449778
783.6796540;-251.3901324;95.5582292;2.8236502;0.0352543;13.6638867;-3.9290375
783.7296527;-251.4057394;95.5107285;2.8254135;0.0353737;13.6476171;-3.9130972
783.7796514;-251.4212625;95.4632005;2.8271826;0.0354935;13.6324123;-3.8941321
783.8296501;-251.4367013;95.4156451;2.8289576;0.0356135;13.6177769;-3.8735495
783.8796488;-251.4520555;95.3680624;2.8307385;0.0357339;13.6031416;-3.8529669
783.9296475;-251.4673248;95.3204525;2.8325253;0.0358545;13.5885062;-3.8323843
783.9796463;-251.4825089;95.2728154;2.8343179;0.0359756;13.5738709;-3.8118017
784.0296450;-251.4976074;95.2251512;2.8361165;0.0360969;13.5592355;-3.7912191
784.0796437;-251.5126200;95.1774600;2.8379209;0.0362186;13.5446002;-3.7706365
784.1296424;-251.5275463;95.1297418;2.8397313;0.0363407;13.5299648;-3.7500539
784.1796411;-251.5423862;95.0819967;2.8415475;0.0364632;13.5153295;-3.7294713
784.2296398;-251.5571391;95.0342247;2.8433697;0.0365861;13.5006941;-3.7088887
784.2796385;-251.5718048;94.9864260;2.8451978;0.0367093;13.4860588;-3.6883060
784.3296372;-251.5863830;94.9386005;2.8470318;0.0368330;13.4714234;-3.6677234
784.3796359;-251.6008733;94.8907484;2.8488717;0.0369571;13.4567881;-3.6471408
784.4296346;-251.6152754;94.8428697;2.8507176;0.0370816;13.4421527;-3.6265582
784.4796333;-251.6295890;94.7949645;2.8525694;0.0372066;13.4275174;-3.6059756
784.5296320;-251.6438137;94.7470328;2.8544270;0.0373320;13.4128820;-3.5853930
784.5796307;-251.6579492;94.6990747;2.8562905;0.0374578;13.3982467;-3.5648104
784.6296294;-251.6719952;94.6510902;2.8581600;0.0375841;13.3836113;-3.5442278
784.6796281;-251.6859514;94.6030795;2.8600355;0.0377108;13.3689760;-3.5236452
784.7296268;-251.6998174;94.5550426;2.8619171;0.0378380;13.3543406;-3.5030626
784.7796255;-251.7135929;94.5069795;2.8638048;0.0379657;13.3397053;-3.4824800
784.8296242;-251.7272775;94.4588903;2.8656987;0.0380939;13.3250699;-3.4618974
784.8796229;-251.7408710;94.4107752;2.8675987;0.0382225;13.3104346;-3.4413147
784.9296216;-251.7543731;94.3626340;2.8695049;0.0383515;13.2957992;-3.4207321
784.9796203;-251.7677832;94.3144670;2.8714174;0.0384811;13.2811639;-3.4001495
785.0296190;-251.7811013;94.2662741;2.8733362;0.0386111;13.2665285;-3.3795669
785.0796177;-251.7943269;94.2180554;2.8752612;0.0387416;13.2518932;-3.3589843
